name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating
whiteout,ps2,2002.0,racing,0.01,0.01,0.0,0.0,50.0,7.4,T
shinken_de_watashi_ni_koi_shinasai_r,ps3,2012.0,action,0.0,0.0,0.02,0.0,74.0,7.2,M
command_conquer_the_first_decade,pc,2006.0,strategy,0.01,0.01,0.0,0.0,71.0,7.7,T
shiratsuyu_no_kai,psp,2013.0,adventure,0.0,0.0,0.02,0.0,70.5,7.5,M
rugby_league_team_manager_2015,pc,2015.0,action,0.0,0.02,0.0,0.0,74.0,7.1,M
fifa_soccer_09,pc,2008.0,sports,0.0,0.02,0.0,0.0,77.0,6.8,E
quake_4,pc,2005.0,shooter,0.0,0.02,0.0,0.0,81.0,7.6,M
xgra_extreme_g_racing_association,gc,2003.0,racing,0.02,0.0,0.0,0.0,69.0,7.0,T
world_neverland_2in1_portable_olerud_kingdom_republic_of_pluto,psp,2008.0,simulation,0.0,0.0,0.02,0.0,65.0,7.45,E
max_payne,pc,2001.0,shooter,0.0,0.02,0.0,0.0,89.0,9.1,M
taito_legends_2,ps2,2006.0,misc,0.01,0.01,0.0,0.0,67.0,7.6,T
touhou_genso_rondo_bullet_ballet,ps4,2016.0,shooter,0.02,0.0,0.0,0.0,55.0,4.7,E10+
kill_switch,gba,2004.0,shooter,0.02,0.01,0.0,0.0,74.0,8.15,T
renai_banchou_inochi_meishi_koiseyo_otome_love_is_power,psp,2010.0,adventure,0.0,0.0,0.02,0.0,61.0,7.6,E
jinsei_game_wii,wii,2007.0,misc,0.0,0.0,0.02,0.0,63.0,6.6,E
so_blonde,pc,2008.0,adventure,0.0,0.02,0.0,0.0,58.5,6.57,E
atari_flashback_classics_volume_1,xone,2016.0,misc,0.02,0.0,0.0,0.0,74.0,8.0,E
the_sims_complete_collection,pc,2005.0,simulation,0.01,0.01,0.0,0.0,75.0,7.85,T
motto_hayaku_seikaku_ni_suu_sense_keisan_ryuoku_up_training_suutore,ds,2008.0,misc,0.0,0.0,0.02,0.0,69.0,7.0,E
sbk_snowboard_kids,ds,2005.0,sports,0.02,0.0,0.0,0.0,63.0,6.5,E
gekka_ryouran_romance,psp,2011.0,adventure,0.0,0.0,0.02,0.0,70.0,7.7,M
guess_the_logos,xb,2004.0,puzzle,0.02,0.0,0.0,0.0,72.5,8.1,E
ore_no_yome_anata_dake_no_hanayome,x360,2010.0,adventure,0.0,0.0,0.02,0.0,61.0,7.6,E
resident_evil_zero,pc,2016.0,action,0.01,0.01,0.0,0.0,73.0,6.95,M
nighttruth_explanation_of_the_paranormal_the_making_of_nighttruth_voice_selection,sat,1996.0,misc,0.0,0.0,0.02,0.0,,,
final_approach_2_1st_priority,ps2,2008.0,adventure,0.0,0.0,0.02,0.0,58.5,6.57,E
mind_your_language_learn_english_french_german_spanish_japanese,ds,2009.0,misc,0.0,0.02,0.0,0.0,70.0,7.2,E
homeworld,pc,1998.0,strategy,0.0,0.02,0.0,0.0,93.0,9.0,E
back_to_the_future_the_game,x360,2015.0,adventure,0.02,0.0,0.0,0.0,66.0,7.5,T
sniper_elite_v2,wiiu,2013.0,shooter,0.0,0.02,0.0,0.0,58.0,5.8,M
moujuutsukai_to_oujisama_snow_bride,ps2,2011.0,adventure,0.0,0.0,0.02,0.0,70.0,7.7,M
detective_jinguuji_saburo_ronde_revenge,3ds,2012.0,action,0.0,0.0,0.02,0.0,74.0,7.2,M
casper_spirit_dimensions,gc,2002.0,platform,0.02,0.0,0.0,0.0,58.0,3.5,E
meitantei_evangelion,ps2,2007.0,adventure,0.0,0.0,0.02,0.0,70.0,7.6,E
tsuyo_kiss_2_portable,psp,2010.0,adventure,0.0,0.0,0.02,0.0,61.0,7.6,E
paragon,ps4,2016.0,action,0.02,0.0,0.0,0.0,73.0,6.1,M
order_of_war,pc,2009.0,strategy,0.0,0.01,0.0,0.0,69.0,7.3,T
the_fast_and_the_furious,psp,2007.0,racing,0.02,0.0,0.0,0.0,58.0,5.3,T
butt_ugly_martians_zoom_or_doom,ps2,2002.0,racing,0.01,0.01,0.0,0.0,69.0,7.4,E
mar_heaven_karudea_no_akuma,ds,2006.0,role_playing,0.0,0.0,0.02,0.0,73.0,7.6,T
vampire_mansion_linda_hyde,ds,2011.0,adventure,0.0,0.02,0.0,0.0,70.0,7.7,E10+
brain_dead_13,ps,1996.0,adventure,0.01,0.01,0.0,0.0,,,
robotics_notes,x360,2012.0,adventure,0.0,0.0,0.02,0.0,68.0,7.4,M
maximum_capacity_hotel_giant,pc,2002.0,strategy,0.0,0.02,0.0,0.0,59.0,7.7,T
sacred_gold,pc,2005.0,role_playing,0.0,0.02,0.0,0.0,70.0,8.2,T
shaberu_ds_oryouri_navi_marugoto_teikoku_hotel_saikouhou_no_ryouri_chou_ga_oshieru_katei_ryouri,ds,2007.0,misc,0.0,0.0,0.02,0.0,63.0,6.6,E
t_a_c_heroes_big_red_one,ds,2010.0,strategy,0.02,0.0,0.0,0.0,76.0,7.6,E10+
the_king_of_fighters_neowave,xb,2006.0,fighting,0.02,0.0,0.0,0.0,62.0,8.1,T
dungeons_dragons_shadow_over_mystara,ps3,2013.0,role_playing,0.0,0.0,0.02,0.0,72.0,7.65,T
super_pickups,ps2,2007.0,racing,0.01,0.01,0.0,0.0,65.12,6.8,E
command_conquer_3_deluxe_edition,pc,2008.0,strategy,0.0,0.02,0.0,0.0,72.5,7.2,E10+
legend_hand_of_god,pc,2007.0,role_playing,0.0,0.02,0.0,0.0,57.0,5.8,M
negima_chou_mahora_taisen_chuu_checkiin_zenin_shuugou_yappari_onsen_kichaimashitaa,ds,2007.0,adventure,0.0,0.0,0.02,0.0,70.0,7.6,E
atari_flashback_classics_volume_2,xone,2016.0,misc,0.02,0.0,0.0,0.0,74.0,8.0,E
aquanaut_s_holiday,ps,1995.0,adventure,0.01,0.01,0.0,0.0,,,
hakuoki_shinkai_hana_no_shou,psv,2016.0,adventure,0.0,0.0,0.02,0.0,72.0,7.8,M
hot_n_cold,ds,2009.0,action,0.02,0.0,0.0,0.0,63.0,7.1,E10+
nisenochigiri,psp,2010.0,adventure,0.0,0.0,0.02,0.0,61.0,7.6,E
sacred_3,pc,2014.0,role_playing,0.0,0.02,0.0,0.0,57.0,1.4,M
pro_evolution_soccer_2017,pc,2016.0,sports,0.0,0.02,0.0,0.0,69.0,3.7,E
wakeboarding_unleashed_featuring_shaun_murray,gba,2003.0,sports,0.01,0.01,0.0,0.0,67.0,8.9,E
last_escort,ps2,2006.0,adventure,0.0,0.0,0.02,0.0,62.0,7.4,E
kikou_heidan_j_phoenix_cobalt_shoutaihen,ps2,2002.0,action,0.0,0.0,0.02,0.0,70.0,7.9,E
saw,pc,2009.0,action,0.0,0.02,0.0,0.0,55.0,6.0,M
world_championship_poker_featuring_howard_lederer_all_in,wii,2006.0,misc,0.02,0.0,0.0,0.0,68.0,7.6,T
meikyuu_cross_blood_reloaded,x360,2011.0,action,0.0,0.0,0.02,0.0,65.5,6.7,E10+
livly_garden,ds,2010.0,simulation,0.0,0.0,0.02,0.0,67.0,6.4,E
nicktoons_collection_game_boy_advance_video_volume_3,gba,2005.0,misc,0.01,0.01,0.0,0.0,65.0,7.7,E
the_awakened_fate_ultimatum,ps3,2014.0,role_playing,0.0,0.0,0.02,0.0,65.0,7.3,T
spider_man_3,pc,2007.0,platform,0.02,0.0,0.0,0.0,62.0,7.1,T
xblaze_lost_memories,ps3,2015.0,adventure,0.02,0.0,0.0,0.0,63.0,6.2,M
elminage_iii_ankoku_no_shito_to_yaiyou_no_kyuuden,psp,2011.0,role_playing,0.0,0.0,0.02,0.0,75.5,7.5,T
commando_steel_disaster,ds,2008.0,shooter,0.02,0.0,0.0,0.0,64.0,7.4,E10+
aria_the_natural_tooi_yume_no_mirage,ps2,2006.0,adventure,0.0,0.0,0.02,0.0,62.0,7.4,E
fallout_trilogy,pc,2004.0,role_playing,0.0,0.02,0.0,0.0,74.5,8.9,M
katekyoo_hitman_reborn_dream_hyper_battle_wii,wii,2008.0,fighting,0.0,0.0,0.02,0.0,72.0,7.35,T
natalie_brooks_mystery_at_hillcrest_high,ds,2012.0,action,0.0,0.02,0.0,0.0,74.0,7.2,M
gal_gun,ps3,2012.0,shooter,0.0,0.0,0.02,0.0,76.0,6.9,M
hakuouki_yuugi_roku_ds,ds,2011.0,adventure,0.0,0.0,0.02,0.0,70.0,7.7,M
shonen_jump_s_shaman_king_master_of_spirits_2,gba,2005.0,role_playing,0.01,0.01,0.0,0.0,70.0,8.1,T
toki_no_kizuna_hanayui_tsuzuri,psp,2013.0,adventure,0.0,0.0,0.02,0.0,70.5,7.5,M
rinne_no_lagrange_kamogawa_days,ps3,2012.0,adventure,0.0,0.0,0.02,0.0,68.0,7.4,M
code_r,sat,1998.0,adventure,0.0,0.0,0.02,0.0,,,
the_idolmaster_gravure_for_you_vol_8,ps3,2012.0,action,0.0,0.0,0.02,0.0,74.0,7.2,M
spirits_and_demons_5_game_pack,pc,2015.0,misc,0.0,0.02,0.0,0.0,78.0,6.2,E10+
disney_sports_football,gba,2002.0,sports,0.01,0.01,0.0,0.0,62.0,8.0,E
chicken_hunter,ds,2007.0,shooter,0.02,0.0,0.0,0.0,39.0,7.6,E10+
net_high,psv,2015.0,adventure,0.0,0.0,0.02,0.0,78.0,7.75,M
kao_challengers,psp,2005.0,platform,0.02,0.0,0.0,0.0,57.0,7.65,E
hakuoki_shinkai_furi_no_shou,psv,2015.0,action,0.0,0.0,0.02,0.0,74.0,7.1,M
jake_hunter_detective_chronicles,ds,2008.0,adventure,0.02,0.0,0.0,0.0,47.0,6.57,T
spider_man_web_of_shadows,pc,2008.0,action,0.0,0.02,0.0,0.0,52.0,7.8,T
demolition_company_gold_edition,pc,2011.0,simulation,0.0,0.02,0.0,0.0,58.5,6.2,T
onechanbara_special,psp,2011.0,action,0.0,0.0,0.02,0.0,65.5,6.7,E10+
headhunter_redemption,xb,2004.0,action,0.02,0.0,0.0,0.0,59.0,6.8,M
jewel_master_cradle_of_rome_2,ds,2011.0,puzzle,0.0,0.02,0.0,0.0,67.0,6.8,E
daikaijuu_battle_ultra_coliseum,wii,2008.0,fighting,0.0,0.0,0.02,0.0,72.0,7.35,T
saki_achiga_hen_portable,psp,2013.0,adventure,0.0,0.0,0.02,0.0,70.5,7.5,M
minna_de_dokusho_keatai_shousetsu_desu,psp,2008.0,misc,0.0,0.0,0.02,0.0,69.0,7.0,E
polar_bowler,ds,2008.0,sports,0.02,0.0,0.0,0.0,67.0,7.05,E
prehistorik_man,gba,2001.0,platform,0.01,0.01,0.0,0.0,69.0,7.9,E
winter_sports_2011,x360,2011.0,sports,0.0,0.02,0.0,0.0,71.83,6.5,E
f1_2002,gba,2002.0,racing,0.01,0.01,0.0,0.0,76.5,7.1,E
chicago_enforcer,xb,2005.0,shooter,0.02,0.0,0.0,0.0,33.0,2.8,M
tv_anime_idolm_ster_cinderella_girls_g4u_pack_vol_7,ps3,2015.0,misc,0.0,0.0,0.02,0.0,78.0,6.2,E10+
the_lord_of_the_rings_online_mines_of_moria,pc,2008.0,role_playing,0.0,0.02,0.0,0.0,85.0,8.2,T
chevrolet_camaro_wild_ride,ds,2010.0,racing,0.02,0.0,0.0,0.0,74.0,7.0,E
jinguuji_saburou_ds_akai_chou,ds,2010.0,adventure,0.0,0.0,0.02,0.0,61.0,7.6,E
carmageddon_max_damage,xone,2016.0,action,0.01,0.01,0.0,0.0,52.0,7.1,M
stormrise,pc,2009.0,strategy,0.0,0.02,0.0,0.0,42.0,4.9,M
dance_dance_revolution_extra_mix,ps,2001.0,simulation,0.0,0.0,0.02,0.0,75.5,8.45,T
unchainblades_exxiv,psp,2012.0,role_playing,0.0,0.0,0.02,0.0,74.5,7.0,M
meitantei_conan_kieta_hakase_to_machigai_sagashi_no_tou,ds,2008.0,adventure,0.0,0.0,0.02,0.0,58.5,6.57,E
nobunaga_s_ambition_tenshouki_with_power_up_kit_hd_version,psv,2015.0,strategy,0.0,0.0,0.02,0.0,70.0,7.2,T
super_bowling,n64,1999.0,sports,0.02,0.0,0.0,0.0,64.5,,E
rat_attack,n64,2000.0,puzzle,0.02,0.0,0.0,0.0,75.0,,E
kawaii_koinu_ds_3,ds,2010.0,simulation,0.0,0.0,0.02,0.0,67.0,6.4,E
hoppie,ds,2011.0,platform,0.02,0.0,0.0,0.0,77.0,8.15,E
chuugen_no_hasha_sangoku_shouseiden,psp,2006.0,strategy,0.0,0.0,0.02,0.0,71.0,7.7,T
resident_evil_4_hd,xone,2016.0,shooter,0.02,0.0,0.0,0.0,78.5,6.9,M
largo_winch_commando_sar,ps,2002.0,adventure,0.01,0.01,0.0,0.0,69.0,7.75,E
joker_no_kuni_no_alice_wonderful_wonder_world,psp,2011.0,adventure,0.0,0.0,0.02,0.0,70.0,7.7,M
cross_treasures,ds,2009.0,role_playing,0.0,0.0,0.02,0.0,72.5,7.8,T
painkiller,pc,2004.0,shooter,0.0,0.02,0.0,0.0,81.0,8.1,M
ruff_trigger_the_vanocore_conspiracy,ps2,2006.0,platform,0.01,0.01,0.0,0.0,57.0,7.0,E10+
fast_furious_showdown,ps3,2013.0,action,0.0,0.02,0.0,0.0,76.0,7.45,M
princess_isabella_a_witch_s_curse,wii,2010.0,adventure,0.02,0.0,0.0,0.0,61.0,7.6,E
casper_s_scare_school_spooky_sports_day,wii,2009.0,sports,0.02,0.0,0.0,0.0,75.0,7.43,E
war_leaders_clash_of_nations,pc,2009.0,strategy,0.0,0.02,0.0,0.0,70.5,6.4,T
ferrari_challenge_trofeo_pirelli_deluxe,wii,2009.0,racing,0.0,0.02,0.0,0.0,70.0,7.0,E
silent_bomber,ps,1999.0,action,0.01,0.01,0.0,0.0,77.0,8.3,M
samurai_dragons,psv,2012.0,action,0.0,0.0,0.02,0.0,74.0,7.2,M
elminage_original_majo_to_megami_to_kamigami_no_yubiwa,psp,2011.0,role_playing,0.0,0.0,0.02,0.0,75.5,7.5,T
pdc_world_championship_darts_pro_tour,x360,2010.0,sports,0.0,0.02,0.0,0.0,68.0,7.0,E
talkman,psp,2006.0,misc,0.0,0.0,0.02,0.0,68.0,7.6,E
rollercoaster_tycoon_world,pc,2016.0,simulation,0.0,0.02,0.0,0.0,43.0,2.4,E
oil_rush,pc,2012.0,strategy,0.0,0.02,0.0,0.0,67.0,6.5,M
xgra_extreme_g_racing_association,xb,2003.0,racing,0.02,0.0,0.0,0.0,66.0,6.8,T
arslan_the_warriors_of_legend,xone,2016.0,action,0.01,0.0,0.0,0.0,69.0,5.8,T
darksiders_warmastered_edition,ps4,2016.0,action,0.02,0.0,0.0,0.0,79.0,8.5,M
uta_no_prince_sama,psp,2010.0,adventure,0.0,0.0,0.02,0.0,61.0,7.6,E
agatha_christie_the_abc_murders,pc,2016.0,adventure,0.0,0.02,0.0,0.0,66.0,8.5,T
elminage_gothic_ulm_zakir_to_yami_no_gishiki,psp,2012.0,role_playing,0.0,0.0,0.02,0.0,74.5,7.0,M
planetarium_creator_ohira_takayuki_kanshuu_homestar_portable_21st_century_star_navigator,psp,2006.0,misc,0.0,0.0,0.02,0.0,68.0,7.6,E
crayon_shin_chan_uchuu_de_achoo_yuujou_no_oba_karate,3ds,2011.0,action,0.0,0.0,0.02,0.0,65.5,6.7,E10+
mushishi_amefuru_sato,ds,2008.0,simulation,0.0,0.0,0.02,0.0,65.0,7.45,E
timmy_time,ds,2011.0,action,0.0,0.02,0.0,0.0,65.5,6.7,E10+
arcana_famiglia_vascello_phantasma_no_majutsushi,psp,2012.0,action,0.0,0.0,0.02,0.0,74.0,7.2,M
lara_croft_and_the_temple_of_osiris,pc,2014.0,action,0.0,0.02,0.0,0.0,73.0,5.4,T
the_legend_of_heroes_trails_in_the_sky_second_chapter,ps3,2013.0,role_playing,0.0,0.0,0.02,0.0,72.0,7.65,T
airport_simulator,pc,2011.0,simulation,0.0,0.02,0.0,0.0,58.5,6.2,T
motocross_mania_3,xb,2005.0,racing,0.01,0.0,0.0,0.0,38.0,3.6,T
winning_post_7_maximum_2007,ps2,2007.0,sports,0.0,0.0,0.02,0.0,73.0,6.82,E
espn_mls_extratime_2002,gc,2002.0,sports,0.02,0.0,0.0,0.0,68.0,8.0,E
strike_witches_anata_to_dekiru_koto_a_little_peaceful_days,ps2,2010.0,action,0.0,0.0,0.02,0.0,62.0,7.0,T
vitamin_r,psp,2013.0,adventure,0.0,0.0,0.02,0.0,70.5,7.5,M
angelique_retour,psv,2015.0,action,0.0,0.0,0.02,0.0,74.0,7.1,M
fist_of_the_north_star_ken_s_rage_2,wiiu,2013.0,fighting,0.0,0.0,0.02,0.0,40.0,5.8,M
blazing_angels_squadrons_of_wwii,pc,2006.0,simulation,0.02,0.0,0.0,0.0,65.0,4.6,T
hellgate_london,pc,2007.0,role_playing,0.0,0.02,0.0,0.0,70.0,6.3,M
gakuen_k_wonderful_school_days,psp,2014.0,adventure,0.0,0.0,0.02,0.0,60.0,6.45,E10+
dragon_ball_z_buu_s_fury_dragon_ball_gt_transformation,gba,2006.0,action,0.01,0.01,0.0,0.0,61.0,7.5,T
guitar_freaks_v2_drummania_v2,ps2,2006.0,simulation,0.0,0.0,0.02,0.0,67.0,7.35,T
backyard_baseball_09,ps2,2008.0,sports,0.01,0.01,0.0,0.0,37.0,7.8,E
dynasty_warriors_8_empires,psv,2015.0,action,0.0,0.0,0.02,0.0,70.0,7.4,T
puzzle_city,ds,2009.0,puzzle,0.02,0.0,0.0,0.0,66.5,7.45,E
dance_it_s_your_stage,ps3,2011.0,misc,0.0,0.02,0.0,0.0,66.0,6.45,E
cv_casting_voice,ps3,2014.0,adventure,0.0,0.0,0.02,0.0,60.0,6.45,E10+
pastel_chime_continue,psp,2010.0,adventure,0.0,0.0,0.02,0.0,61.0,7.6,E
zwei,psp,2008.0,role_playing,0.0,0.0,0.02,0.0,71.5,7.7,T
the_sims_2_happy_holiday_stuff,pc,2006.0,simulation,0.01,0.01,0.0,0.0,67.0,7.35,T
ro_kyu_bu_lost_secret,psp,2013.0,adventure,0.0,0.0,0.02,0.0,70.5,7.5,M
pump_it_up_exceed,xb,2005.0,misc,0.01,0.0,0.0,0.0,74.0,7.5,T
tenkai_knights_brave_battle,3ds,2014.0,action,0.01,0.01,0.0,0.0,26.0,2.4,E10+
toca_race_driver_3,pc,2006.0,racing,0.0,0.02,0.0,0.0,84.0,7.8,E10+
malice,ps2,2004.0,platform,0.01,0.01,0.0,0.0,51.0,8.4,T
devil_survivor_over_clock,3ds,2015.0,strategy,0.0,0.0,0.02,0.0,70.0,7.2,T
defendin_de_penguin,ds,2008.0,strategy,0.02,0.0,0.0,0.0,72.5,7.2,E10+
sega_ages_2500_series_vol_32_phantasy_star_complete_collection,ps2,2008.0,role_playing,0.0,0.0,0.02,0.0,71.5,7.7,T
kokoro_connect_yochi_random,psp,2012.0,action,0.0,0.0,0.02,0.0,74.0,7.2,M
littlest_pet_shop,pc,2008.0,simulation,0.0,0.02,0.0,0.0,65.0,7.45,E
warship_gunner_2_portable,psp,2009.0,simulation,0.0,0.0,0.02,0.0,66.0,7.75,E
downtown_nekketsu_jidaigek,3ds,2015.0,action,0.0,0.0,0.02,0.0,74.0,7.1,M
b_17_fortress_in_the_sky,ds,2007.0,simulation,0.02,0.0,0.0,0.0,38.0,7.3,E10+
spanish_for_everyone,ds,2007.0,puzzle,0.02,0.0,0.0,0.0,69.0,7.0,E
battle_princess_of_arcadias,ps3,2013.0,role_playing,0.0,0.0,0.02,0.0,69.0,7.9,T
chuck_e_cheese_s_super_collection,wii,2011.0,action,0.02,0.0,0.0,0.0,65.5,6.7,E
runaway_a_twist_of_fate,ds,2009.0,adventure,0.0,0.02,0.0,0.0,66.0,8.2,T
uchuu_keiji_tamashii_the_space_sheriff_spirits,ps2,2006.0,action,0.0,0.0,0.02,0.0,61.0,7.5,T
x_plane_10_global,pc,2013.0,simulation,0.0,0.02,0.0,0.0,51.0,4.8,E
drakensang_the_dark_eye,pc,2009.0,role_playing,0.02,0.0,0.0,0.0,72.5,7.8,T
wrc_2_fia_world_rally_championship,pc,2011.0,racing,0.0,0.02,0.0,0.0,66.5,6.85,E
car_battler_joe,gba,2001.0,role_playing,0.01,0.01,0.0,0.0,77.0,8.7,E
stormlover_karen,psp,2011.0,adventure,0.0,0.0,0.02,0.0,70.0,7.7,M
digimon_rumble_arena_2,xb,2004.0,fighting,0.01,0.0,0.0,0.0,65.0,8.8,T
steins_gate_hiyoku_renri_no_darling,ps3,2012.0,adventure,0.0,0.0,0.02,0.0,68.0,7.4,M
ten_pin_alley_2,wii,2008.0,sports,0.02,0.0,0.0,0.0,30.0,7.05,E
coded_soul_uke_keigareshi_idea,psp,2008.0,role_playing,0.0,0.0,0.02,0.0,71.5,7.7,T
air,psp,2007.0,adventure,0.0,0.0,0.02,0.0,70.0,7.6,E
hana_to_otome_ni_shukufuku_o_harekaze_no_okurimono,ps2,2010.0,adventure,0.0,0.0,0.02,0.0,61.0,7.6,E
otoko_yukaku,psv,2015.0,action,0.0,0.0,0.02,0.0,74.0,7.1,M
mount_blade_collection,pc,2012.0,role_playing,0.0,0.02,0.0,0.0,74.5,7.0,M
ridge_racer_unbounded,pc,2012.0,racing,0.0,0.02,0.0,0.0,72.0,6.0,T
mortal_kombat,pc,1994.0,fighting,0.02,0.0,0.0,0.0,85.0,8.17,M
tv_anime_idolm_ster_cinderella_girls_g4u_pack_vol_5,ps3,2015.0,action,0.0,0.0,0.02,0.0,74.0,7.1,M
virtua_pro_football,ps2,2006.0,sports,0.0,0.0,0.02,0.0,72.0,7.3,E
date_a_live_twin_edition_rio_reincarnation,psv,2015.0,action,0.0,0.0,0.02,0.0,74.0,7.1,M
adidas_power_soccer_98,ps,1998.0,sports,0.01,0.01,0.0,0.0,,,
natsuiro_high_school_seishun_hakusho,ps4,2015.0,action,0.0,0.0,0.02,0.0,74.0,7.1,M
yu_gi_oh_5d_s_wheelie_breakers_jp_sales,wii,1998.0,racing,0.0,0.0,0.02,0.0,,,
heroes_vs,psp,2013.0,fighting,0.0,0.0,0.02,0.0,77.5,7.9,T
mini_ninjas,pc,2009.0,action,0.0,0.02,0.0,0.0,74.0,8.3,E10+
sotsugyou_ii_neo_generation_special,3do,1995.0,simulation,0.0,0.0,0.02,0.0,,,
tsuki_ni_yori_sou_otome_no_sahou_hidamari_no_hibi,psv,2015.0,adventure,0.0,0.0,0.02,0.0,78.0,7.75,M
kazoku_keikaku,psp,2010.0,adventure,0.0,0.0,0.02,0.0,61.0,7.6,E
resident_evil_5_hd,xone,2016.0,action,0.02,0.0,0.0,0.0,73.0,6.95,M
super_fruit_fall,wii,2006.0,puzzle,0.01,0.0,0.0,0.0,68.0,7.9,E
jelly_belly_ballistic_beans,wii,2009.0,puzzle,0.02,0.0,0.0,0.0,66.5,7.45,E
army_rescue,wii,2009.0,shooter,0.02,0.0,0.0,0.0,72.0,7.25,E
tom_clancy_s_splinter_cell_classic_trilogy_hd,ps3,2011.0,action,0.02,0.0,0.0,0.0,67.0,6.8,M
transformers_revenge_of_the_fallen_xbox_360_ps3_pc_versions,pc,2009.0,shooter,0.02,0.0,0.0,0.0,72.0,7.25,M
ufo_trilogy,pc,2007.0,strategy,0.0,0.02,0.0,0.0,72.5,7.6,E10+
amatsumi_sora_ni_kumo_no_hatate_ni,psv,2015.0,adventure,0.0,0.0,0.02,0.0,78.0,7.75,M
dark_tales_edgar_allan_poe_s_the_premature_burial,pc,2012.0,puzzle,0.0,0.02,0.0,0.0,,,E
aoishiro,ps2,2008.0,adventure,0.0,0.0,0.02,0.0,58.5,6.57,E
mount_blade_warband,pc,2010.0,role_playing,0.01,0.01,0.0,0.0,72.0,7.4,T
virtual_kasparov,gba,2002.0,strategy,0.01,0.01,0.0,0.0,70.0,8.25,E
codename_kids_next_door_operation_v_i_d_e_o_g_a_m_e,xb,2005.0,platform,0.01,0.0,0.0,0.0,57.0,8.0,E10+
pc_engine_best_collection_tengai_makyou_collection,psp,2008.0,role_playing,0.0,0.0,0.02,0.0,71.5,7.7,T
kung_fu_panda_showdown_of_legendary_legends,ps3,2015.0,action,0.0,0.02,0.0,0.0,74.0,6.8,E10+
kung_fu_panda_showdown_of_legendary_legends,x360,2015.0,action,0.0,0.02,0.0,0.0,74.0,6.8,E10+
speed_kings,gc,2003.0,racing,0.01,0.0,0.0,0.0,59.0,8.3,E
mighty_no_9,xone,2016.0,platform,0.02,0.0,0.0,0.0,55.0,4.2,E10+
you_don_t_know_jack,pc,1995.0,misc,0.02,0.0,0.0,0.0,81.67,7.63,T
crysis_warhead,pc,2008.0,shooter,0.0,0.02,0.0,0.0,84.0,7.9,M
espn_mls_extratime_2002,xb,2002.0,sports,0.01,0.0,0.0,0.0,68.0,8.0,E
worldwide_soccer_manager_2007,pc,2006.0,sports,0.0,0.02,0.0,0.0,87.0,7.3,E
zettai_meikyuu_grimm_nanatsu_no_kagi_to_rakuen_no_otome,psp,2010.0,misc,0.0,0.0,0.02,0.0,66.0,6.4,E
the_sims_2_family_fun_stuff,pc,2006.0,simulation,0.0,0.01,0.0,0.0,67.0,4.1,T
dreamer_series_horse_trainer,ds,2008.0,simulation,0.02,0.0,0.0,0.0,65.0,7.45,E
hogs_of_war,ps,2000.0,strategy,0.01,0.01,0.0,0.0,62.0,8.8,T
elven_legacy,pc,2009.0,strategy,0.02,0.0,0.0,0.0,71.0,7.1,T
katekyoo_hitman_reborn_dream_hyper_battle,ps2,2007.0,fighting,0.0,0.0,0.02,0.0,71.0,7.45,T
muchi_muchi_pork_pink_sweets,x360,2011.0,shooter,0.0,0.0,0.02,0.0,74.0,6.85,M
trapped_dead,pc,2011.0,strategy,0.0,0.02,0.0,0.0,50.0,4.7,T
meiji_toukyou_renka,psp,2013.0,adventure,0.0,0.0,0.02,0.0,70.5,7.5,M
point_blank_3,ps,2000.0,shooter,0.01,0.01,0.0,0.0,78.0,8.4,T
mushihimesama,x360,2012.0,action,0.0,0.0,0.02,0.0,74.0,7.2,M
higurashi_no_naku_koro_ni_jan,psp,2009.0,misc,0.0,0.0,0.02,0.0,70.0,7.2,E
ratchet_clank_collection,psv,2014.0,action,0.0,0.01,0.0,0.0,72.0,7.1,M
elvandia_story,ps2,2007.0,role_playing,0.0,0.0,0.02,0.0,66.0,7.45,T
winning_post_8_2016,ps4,2016.0,simulation,0.0,0.0,0.02,0.0,67.0,7.0,E
soukoku_no_kusabi_hiiro_no_kakera_3_ashita_e_no_tobira,psp,2012.0,action,0.0,0.0,0.02,0.0,74.0,7.2,M
triggerheart_excelica_enhanced,ps2,2009.0,shooter,0.0,0.0,0.02,0.0,72.0,7.25,M
vietcong,pc,2003.0,shooter,0.0,0.02,0.0,0.0,74.0,8.7,T
nervous_brickdown,ds,2007.0,puzzle,0.0,0.01,0.0,0.0,70.0,7.5,E
puzzle_star_sweep,ps,1997.0,puzzle,0.01,0.01,0.0,0.0,,,
battle_spirits_kiseki_no_hasha,psp,2009.0,role_playing,0.0,0.0,0.02,0.0,72.5,7.8,T
maximum_racing_crash_car_racer,wii,2010.0,racing,0.01,0.01,0.0,0.0,74.0,7.0,E
the_conveni_4,ps2,2006.0,simulation,0.0,0.0,0.02,0.0,67.0,7.35,T
the_cheetah_girls,gba,2006.0,misc,0.01,0.0,0.0,0.0,68.0,7.6,E
charlie_s_angels,gc,2003.0,action,0.01,0.0,0.0,0.0,23.0,3.3,T
kamen_rider_battride_war_ii,wiiu,2014.0,action,0.0,0.0,0.02,0.0,72.0,7.1,M
niko_puchi_girls_runway,3ds,2015.0,misc,0.0,0.0,0.02,0.0,78.0,6.2,E10+
udraw_studio_instant_artist,x360,2011.0,misc,0.01,0.01,0.0,0.0,54.0,5.7,E
